frame_index,timestamp,instantaneous_score,filtered_score,confidence,ready,informative_fraction,warmup_samples,processing_time_s,capture_latency_s,score_change_detected,motor_position,roi_x,roi_y,roi_w,roi_h,raw_laplacian,norm_laplacian,w_laplacian,rel_laplacian,agree_laplacian,ms_laplacian,raw_tenengrad,norm_tenengrad,w_tenengrad,rel_tenengrad,agree_tenengrad,ms_tenengrad,raw_brenner,norm_brenner,w_brenner,rel_brenner,agree_brenner,ms_brenner,raw_wavelet,norm_wavelet,w_wavelet,rel_wavelet,agree_wavelet,ms_wavelet,raw_fourier,norm_fourier,w_fourier,rel_fourier,agree_fourier,ms_fourier,raw_edge_width,norm_edge_width,w_edge_width,rel_edge_width,agree_edge_width,ms_edge_width,noise_sigma,noise_level,snr,local_contrast,brightness,clipped_high,clipped_low,edge_density,edge_sufficiency,motion_px,motion_level,anisotropy,subject_label,subject_x,subject_y,subject_map_score,subject_score,subject_confidence,decision_margin,region_count,map_valid_fraction,map_relative_spread,scene_time_s,total_time_s,wall_time,interval_s,source,image_file
10,617.81431667,1.0,0.9999285059349088,0.9992918752089789,1,1.0,11,0.010034935000021505,0.0,0,0.25,,,,,0.2513159144312214,1.0,0.16445871169564913,0.7613517254386016,1.0,0.19488899999942078,1.0216060335446002,1.0,0.18605980395363422,0.8613526842957447,1.0,0.27699999998276326,0.035934373958826156,1.0,0.19066062869773379,0.882651926040039,1.0,0.1815739999528887,0.07688221906550578,1.0,0.177113302071057,0.8199353913186159,1.0,0.381130000050689,0.028358685270925155,1.0,0.13655433891834654,0.7902126351324903,1.0,1.127684000039153,0.40294313543316757,1.0,0.1451532146635794,0.8399726084562261,1.0,2.274757000009231,0.7413010650678117,0.12355017751130194,63.10976584813718,0.18346406525256587,0.33169818952971813,0.0,0.0,0.03387152777777778,1.0,0.00424724442396785,0.0014157481413226167,0.0935159432526387,sharp area,64,128,0.27371734380722046,0.5015277801195748,0.5477225575051661,0.03864721953868866,2,0.66,2.222820216919948,0.0021834799999851384,0.02019785300001331,0.304736,0.020364,synthetic,frame_000010.png
11,617.835369152,1.0,0.999953477611767,0.9979520408498365,1,1.0,12,0.010237397999958375,0.0,0,0.275,,,,,0.29391594141820887,1.0,0.1645116059668792,0.7601302908827751,1.0,0.212129000033201,1.0633017522538781,1.0,0.18606984719979103,0.8597407231254308,1.0,0.29966700003569713,0.03786556583451213,1.0,0.19056890143019745,0.8805287239522219,1.0,0.1853339999797754,0.08021125741453226,1.0,0.17717026639323613,0.8186199711428426,1.0,0.3889629999775934,0.031005703271358338,1.0,0.1366348166629372,0.7891560471090948,1.0,1.1234060000333557,0.41490630316096316,1.0,0.1450445623469591,0.8377278666737028,1.0,2.3524979999365314,0.7413010650678117,0.12355017751130194,63.25298789286359,0.18388042075961245,0.3316989973479626,0.0,0.0,0.03557291666666667,1.0,0.012275172490938721,0.00409172416364624,0.09387995918944293,sharp area,64,128,0.2734394967556,0.9908454487708085,0.5477225575051661,0.03866221010684967,2,0.66,2.1971176881539245,0.0022383310000577694,0.020300759000065227,0.32591,0.021174,synthetic,
12,617.855854781,1.0,0.9999697395116532,0.9987142291753335,1,1.0,13,0.010019027999987884,0.0,0,0.3,,,,,0.3348067441523333,1.0,0.16448152695923388,0.7608246839177006,1.0,0.1968330000181595,1.0972002621091512,1.0,0.18606414027290322,0.8606570800296374,1.0,0.28031499994085607,0.03949710152123374,1.0,0.19062106647434812,0.8817355683009063,1.0,0.17944399996849825,0.08299298764101722,1.0,0.17713787289877087,0.8193677955790356,1.0,0.3826849999768456,0.03327293677385864,1.0,0.136589046406802,0.7897567585570835,1.0,1.126387999988765,0.4238046573907933,1.0,0.1451063469879419,0.8390037214400634,1.0,2.1970720000581423,0.7413010650678117,0.12355017751130194,63.36502548835738,0.18420612110811121,0.3316893932866115,0.0,0.0,0.04078125,1.0,0.007709665328158577,0.0025698884427195257,0.09426760938746957,sharp area,64,128,0.2732028663158417,0.9908324627557218,0.5477225575051661,0.03906744718551636,2,0.66,2.1897352451359544,0.01168437899991659,0.029391103999955703,0.355475,0.029565,synthetic,
13,617.885417366,1.0,0.9999803181210486,0.9988139624868037,1,1.0,14,0.009755695000080777,0.0,0,0.325,,,,,0.38358230691744183,1.0,0.164477588968795,0.7609156322955811,1.0,0.19650000001547596,1.1335373456969853,1.0,0.18606339227484783,0.8607771105322873,1.0,0.2753510000275128,0.041333636639352224,1.0,0.19062789538736744,0.8818936759790057,1.0,0.17894400002660404,0.08610569293626287,1.0,0.17713363189211964,0.819465742153944,1.0,0.3742959999044615,0.035777174560472726,1.0,0.13658305517756295,0.7898354301859857,1.0,1.098980000051597,0.43365089704122434,1.0,0.14511443629930723,0.8391708844970154,1.0,2.029904999972132,0.7413010650678117,0.12355017751130194,63.489248690416,0.18456724578259037,0.33169893750957413,0.0,0.0,0.042916666666666665,1.0,0.007112005024230357,0.0023706683414101187,0.09477016494073995,sharp area,64,128,0.27283036708831787,0.9919225287334072,0.5723245045790601,0.03891071677207947,2,0.66,2.1676988539062045,0.0021329239999658967,0.019525279000049522,0.375171,0.019696,synthetic,
14,617.905113015,0.9999999999999999,0.9999871890458781,0.9974257969658415,1,1.0,15,0.009645675999990999,0.0,0,0.35,,,,,0.43826866634355965,1.0,0.16453235698937405,0.7596515343724464,1.0,0.19407399997817265,1.1699487200378917,1.0,0.18607377771397438,0.8591090125574935,1.0,0.2831670000205122,0.04325098858796824,1.0,0.19053290875849166,0.8796969735027934,1.0,0.2102590000276905,0.0894050433569027,1.0,0.17719261414287812,0.8181043757963994,1.0,0.3843519999691125,0.038431322766805706,1.0,0.13666640136274427,0.7887418270792944,1.0,1.0877029999392107,0.44260156568716774,1.0,0.1450019410325375,0.8368486677020613,1.0,1.9413679999615852,0.7413010650678117,0.12355017751130194,63.6136365628336,0.1849288491641774,0.33169136795343135,0.0,0.0,0.043298611111111114,1.0,0.015425338641167737,0.005141779547055913,0.09532631211609979,sharp area,1152,448,0.27014806866645813,0.5,0.0,0.001963406801223755,3,0.7,2.9510875614219065,0.003963218999956553,0.030493731999968077,0.40584,0.030669,synthetic,
15,617.93578397,1.0,0.9999916604576953,0.9972295750310097,1,1.0,16,0.010326361000011275,0.0,0,0.375,,,,,0.48029174702845173,1.0,0.16454009099249986,0.7594731609680565,1.0,0.2062959999875602,1.194653126022026,1.0,0.1860752412555184,0.8588736690358579,1.0,0.28114799999912066,0.044619110002907025,1.0,0.19051949310848112,0.8793871498693018,1.0,0.1885369999854447,0.09175636421610535,1.0,0.17720094325367872,0.8179122771089694,1.0,0.385777000019516,0.04034718339509668,1.0,0.13667817491218487,0.788587487324241,1.0,1.0910180000109904,0.4486841104487361,1.0,0.14498605647763715,0.8365211932937325,1.0,2.4217940000426097,0.7413010650678117,0.12355017751130194,63.70104050181312,0.18518293792126225,0.33168553371055454,0.0,0.0,0.043229166666666666,1.0,0.01659952405041504,0.00553317468347168,0.09594011252453398,sharp area,1152,448,0.27045172452926636,1.0,0.5477225575051661,0.002305835485458374,3,0.7,2.8875449711873458,0.010803509000083977,0.0342536730000802,0.440268,0.034428,synthetic,
16,617.970252532,0.9999999999999999,0.999994569509914,0.9966467540373299,1,1.0,17,0.009779805999983182,0.0,0,0.4,,,,,0.5460051502771525,1.0,0.16456305147151104,0.7589438075885012,1.0,0.1972219999970548,1.2307373157520796,1.0,0.18607958176005582,0.8581753013974774,1.0,0.27955500002008193,0.046688725900366504,1.0,0.19047966188363027,0.8784679098099933,1.0,0.18570300005649187,0.09536367039974479,1.0,0.177225670470698,0.8173421916203454,1.0,0.37901799998962815,0.04327627402793039,1.0,0.13671313358633613,0.7881294223063472,1.0,1.1166099999400103,0.4565771518094994,1.0,0.14493890082776875,0.8355496592210594,1.0,2.050943000085681,0.7413010650678117,0.12355017751130194,63.82910772756427,0.18555523741479013,0.3316858029833027,0.0,0.0,0.045208333333333336,1.0,0.020085743000561845,0.0066952476668539485,0.09688392746505832,sharp area,1152,448,0.2710525095462799,0.998506608734586,0.5409525541104424,0.00298231840133667,3,0.7,2.7818933581332237,0.002210201000025336,0.026078791000031742,0.466564,0.026296,synthetic,
17,617.99650936,0.9999999999999999,0.9999964680820286,0.9988954348392394,1,1.0,18,0.010044120000088697,0.0,0,0.425,,,,,0.571297771469811,1.0,0.16447437165298626,0.7609899430262006,1.0,0.2001290000634981,1.243947527761508,1.0,0.18606278102065008,0.8608751850223599,1.0,0.27935100001741375,0.047485439078619164,1.0,0.19063347446471088,0.8820228672334499,1.0,0.18440700000610377,0.09675667492245318,1.0,0.17713016701378748,0.8195457708659752,1.0,0.37985200003731734,0.04440231784481366,1.0,0.13657816056352534,0.7898997088520975,1.0,1.0782580000068265,0.4599514311578608,1.0,0.1451210452843399,0.8393074774578974,1.0,2.3475159999861717,0.7413010650678117,0.12355017751130194,63.87716059669532,0.1856949301326976,0.33168233235677086,0.0,0.0,0.04532986111111111,1.0,0.006623730771980446,0.0022079102573268152,0.0972701566670791,sharp area,384,512,0.297012060880661,0.5,0.0,0.03035762906074524,3,0.72,3.2397949527267262,0.002178405999984534,0.020005260000061753,0.48675,0.020185,synthetic,
18,618.016695731,1.0,0.9999977001341116,0.9966677700739814,1,1.0,19,0.010521860999915589,0.0,0,0.45,,,,,0.6126759456230941,1.0,0.16456222382604296,0.7589628838373248,1.0,0.1969809999309291,1.2630894948483158,1.0,0.186079425414704,0.858200466984611,1.0,0.2781099999538128,0.04868315049319286,1.0,0.19048109774510497,0.87850103079517,1.0,0.18207400000846974,0.09882030166169117,1.0,0.17722477914046508,0.8173627357276501,1.0,0.39194400005726493,0.04613676642013682,1.0,0.13671187329918522,0.7881459304690988,1.0,1.2200539999867033,0.4643822795974361,1.0,0.14494060057449779,0.8355846624421783,1.0,2.5218119999408373,0.7413010650678117,0.12355017751130194,63.948282753930286,0.18590168672449447,0.331766554888557,0.0,0.0,0.04404513888888889,1.0,0.019960068287271985,0.006653356095757328,0.09796477886819656,sharp area,384,512,0.2993031144142151,1.0,0.5477225575051661,0.03267461061477661,3,0.72,3.1409278219257146,0.010459620000005998,0.03177163800000926,0.518701,0.031951,synthetic,
19,618.048643406,1.0,0.9999985045462335,0.9993279868862661,1,1.0,20,0.010269583999956922,0.0,0,0.475,,,,,0.6654720135232596,1.0,0.1510440339367807,0.580174170923602,1.0,0.19990800001323805,1.287585240668974,1.0,0.19335684263942463,0.7427016012938759,1.0,0.28212999995957944,0.05024149252195878,1.0,0.20309802888990314,0.7801184029336495,1.0,0.18161100001634622,0.10160544613966155,1.0,0.17518308425628332,0.672894506450805,1.0,0.39174100004402135,0.04829089675050641,1.0,0.13015061053421603,0.6249007375019363,1.0,1.2183319998939623,0.46704290180761676,1.0,0.14716739974339216,0.7066045734123607,1.0,2.315775999932157,1.4826021301356234,0.24710035502260388,32.02088460214739,0.1861734577253753,0.33167230942670034,0.0,0.0,0.04276041666666667,1.0,0.004030723877527917,0.001343574625842639,0.09928972531973955,sharp area,384,512,0.3018738329410553,0.9986251496960976,0.5477225575051661,0.035243332386016846,3,0.72,3.029794144194189,0.002099145999977736,0.022831238999970083,0.541706,0.023005,synthetic,
20,618.071651422,1.0,0.9999990279550518,1.0,1,1.0,21,0.010243416999969668,0.0,0,0.5,,,,,0.6654720135232596,1.0,0.15101843808332002,0.5806420638697632,1.0,0.20009200000004057,1.287585240668974,1.0,0.1933500527539851,0.7434004423914209,1.0,0.28238799995961017,0.05024149252195878,1.0,0.20314547782284567,0.7810623060727737,1.0,0.18225999997412146,0.10160544613966155,1.0,0.17515339781030762,0.6734371755471864,1.0,0.3955729999916002,0.04829089675050641,1.0,0.13011107270279268,0.6253206789290935,1.0,1.2202020000131597,0.46704290180761676,1.0,0.14722156082674895,0.7075545874521678,1.0,2.319886000009319,1.4826021301356234,0.24710035502260388,32.02088460214739,0.1861734577253753,0.33167230942670034,0.0,0.0,0.04276041666666667,1.0,0.0,0.0,0.09928972531973955,sharp area,384,512,0.3018738329410553,0.997533986012589,0.5477225575051661,0.035243332386016846,3,0.72,3.029794144194189,0.002175332000092567,0.022884350000026643,0.564767,0.023061,synthetic,frame_000020.png
21,618.095547585,1.0,0.9999993681707837,1.0,1,1.0,22,0.010770768000043063,0.0,0,0.525,,,,,0.6654720135232596,1.0,0.15101843808332002,0.5806420638697632,1.0,0.2081480000697411,1.287585240668974,1.0,0.1933500527539851,0.7434004423914209,1.0,0.33879599993724696,0.05024149252195878,1.0,0.20314547782284567,0.7810623060727737,1.0,0.19831400004477473,0.10160544613966155,1.0,0.17515339781030762,0.6734371755471864,1.0,0.4007779999710692,0.04829089675050641,1.0,0.13011107270279268,0.6253206789290935,1.0,1.2690720000136935,0.46704290180761676,1.0,0.14722156082674895,0.7075545874521678,1.0,2.4622939999972004,1.4826021301356234,0.24710035502260388,32.02088460214739,0.1861734577253753,0.33167230942670034,0.0,0.0,0.04276041666666667,1.0,0.0,0.0,0.09928972531973955,sharp area,384,512,0.3018738329410553,0.996372437044569,0.7213353637741948,0.035243332386016846,3,0.72,3.029794144194189,0.009603638999919895,0.031312748999994255,0.5971,0.032332,synthetic,
22,618.127043076,0.9458014958399052,0.9458014958399052,0.9864994235334443,1,1.0,23,0.010817952999900626,0.0,1,0.55,,,,,0.6126759456230941,0.9264514842482399,0.1683597894735807,0.7613846987541136,0.8681594642462094,0.23248100001183047,1.2630894948483158,0.9626259336313733,0.17481324653857974,0.8613962060758585,0.7967767603988272,0.313629999936893,0.04868315049319286,0.9420763959693659,0.2248156350517226,0.8827092667038579,0.9999403656887642,0.19337099990934803,0.09882030166169117,0.9424040313779799,0.2088493683627754,0.819970901829007,1.0,0.4038150000269525,0.04613676642013682,0.9422050590202381,0.16101813918557473,0.7902411544046752,0.9999780057979064,1.2527579999641603,0.4643822795974361,0.9851093432840584,0.06214382138776676,0.8400332398323047,0.3630586363936316,2.562386000022343,0.7413010650678117,0.12355017751130194,63.948282753930286,0.18590168672449447,0.331766554888557,0.0,0.0,0.04404513888888889,1.0,0.004030704548823828,0.001343568182941276,0.09796477886819656,sharp area,384,512,0.2993031144142151,0.21986330220211647,0.7493486755176124,0.03267461061477661,3,0.72,3.1409278219257146,0.002290424000079838,0.02419592300009299,0.621468,0.024369,synthetic,
23,618.151422368,0.9025004583074213,0.9025004583074213,0.9694964728023721,1,1.0,24,0.010310027000059563,0.0,1,0.575,,,,,0.571297771469811,0.8669779724677159,0.14892507313523998,0.7589628827726711,0.726211563934709,0.22351799998432398,1.243947527761508,0.9329508273453957,0.16472634076857862,0.8582004655801058,0.7103791081577503,0.2919629999951212,0.047485439078619164,0.8973013945498921,0.23704811741265328,0.8785010289466617,0.9986426532984888,0.18285199996626034,0.09675667492245318,0.8994149657873767,0.22085079048922696,0.8173627345810746,1.0,0.3913699999884557,0.04440231784481366,0.8953829652439702,0.16952510372665883,0.788145929547773,0.9950691684799118,1.2202579999893715,0.4599514311578608,0.9601108263686414,0.05892457446764246,0.8355846604886169,0.32623600071518816,2.429497999969499,0.7413010650678117,0.12355017751130194,63.87716059669532,0.1856949301326976,0.33168233235677086,0.0,0.0,0.04532986111111111,1.0,0.019960075301144235,0.006653358433714745,0.0972701566670791,sharp area,384,512,0.297012060880661,0.0,0.7825510000685791,0.03035762906074524,3,0.72,3.2397949527267262,0.002158201999918674,0.02306936799993764,0.644722,0.023254,synthetic,
24,618.174728495,0.874285075440555,0.874285075440555,0.9615204623255162,1,1.0,25,0.010128175999966516,0.0,1,0.6,,,,,0.5460051502771525,0.8297287041877167,0.1480026887441516,0.760989942742817,0.7299694883189753,0.20262999998976738,1.2307373157520796,0.9121506216400341,0.16329072749862208,0.8608751846483502,0.7119268202573671,0.27985199994873255,0.046688725900366504,0.8673074922197456,0.23463305131519233,0.8820228667407676,0.9984431999889684,0.18335200002184138,0.09536367039974479,0.8701514753060342,0.21835301541271587,0.819545770560786,1.0,0.3907039999830886,0.04327627402793039,0.8647557110969586,0.16742191820639324,0.789899708606973,0.9944075028257991,1.2538700000277458,0.4565771518094994,0.9408537956177367,0.0682985988229249,0.8393074769369837,0.3817813721841173,2.1147020000853445,0.7413010650678117,0.12355017751130194,63.82910772756427,0.18555523741479013,0.3316858029833027,0.0,0.0,0.045208333333333336,1.0,0.006623732633921512,0.0022079108779738373,0.09688392746505832,sharp area,1152,448,0.2710525095462799,0.5000000000000001,0.0,0.00298231840133667,3,0.7,2.7818933581332237,0.00917093600003227,0.030051879999973607,0.675014,0.030292,synthetic,
